mobile_subscriber_id,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30
2941064,NULL,NULL,NULL,NULL,NULL,NULL
249910,0.0385,1.6975,1.5267,1.6551,1.8859,1.6254
272724,14.8150,8.2170,5.4391,4.8580,8.8152,15.5029
289704,0.0145,0.0130,0.0145,0.0139,0.0146,0.0141
2915417,0.1761,0.3946,0.4155,0.4097,0.6500,0.8576
2926824,NULL,0.4388,0.0845,0.1082,0.3212,0.1730
261317,NULL,NULL,NULL,NULL,0.0004,NULL
2938231,NULL,NULL,NULL,NULL,NULL,NULL
228662,0.0787,0.1222,0.0972,0.1135,0.1087,0.1497
2902705,8.9606,11.0397,12.1070,7.5600,13.1101,12.7509
2922556,0.0002,0.0006,0.0007,0.0000,NULL,0.0008
285436,NULL,NULL,NULL,NULL,0.0088,0.0103
2919685,NULL,NULL,NULL,NULL,NULL,0.1173
2936665,NULL,NULL,NULL,NULL,NULL,NULL
241466,0.1908,0.1815,0.2172,0.2217,0.4910,0.1919
247208,0.0003,0.0004,0.0163,0.0068,0.0012,0.0005
258446,7.4361,7.3753,11.2107,9.1595,10.2182,11.1267
269853,20.8013,27.7721,46.8986,18.6427,19.5389,11.7143
275595,0.0006,0.0006,0.0005,0.0005,0.0006,0.0006
286833,0.1532,1.1770,2.6627,0.7304,0.4479,0.0463
2929526,NULL,NULL,0.0037,0.0086,0.0097,0.0079
2940933,NULL,NULL,NULL,NULL,NULL,NULL
2906973,0.0312,0.0278,8.5923,14.6437,0.8164,0.2466
2912715,0.0002,NULL,NULL,NULL,0.0002,NULL
2918288,0.0002,0.0004,49.1908,NULL,NULL,NULL
2923953,0.0078,0.0138,0.0001,NULL,0.0007,0.0437
2929695,NULL,0.0059,NULL,0.0003,NULL,NULL
264188,NULL,NULL,0.0005,NULL,0.0195,0.0167
203238,3.0508,2.8606,4.8251,5.0479,4.1458,8.0215
254178,5.9186,5.9428,5.3766,6.0664,4.9744,7.9694
259920,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003
279863,0.1623,0.2284,0.2144,0.1544,0.1636,0.2143
2900003,0.6570,0.3251,0.9415,0.9353,0.9424,1.3588
2928221,0.0008,0.0026,0.0110,0.0755,0.1192,0.0779
2916983,NULL,NULL,NULL,NULL,NULL,NULL
2933963,NULL,NULL,NULL,NULL,NULL,NULL
204712,0.1884,0.2037,0.2181,0.1919,0.1408,0.1656
238595,0.0860,0.0947,0.1299,0.1135,0.1236,0.1157
250079,0.7627,0.5466,0.7025,0.7594,0.8669,0.5719
261486,1.5240,2.1081,1.4416,2.1056,1.3779,1.5296
2898606,3.1388,5.0714,11.0595,4.4171,2.9710,8.8891
2909675,3.2967,5.3635,13.9406,7.2754,8.8112,10.4044
2921082,3.5847,2.5438,1.4171,2.8368,2.0269,3.3182
2932566,NULL,NULL,NULL,NULL,5.0841,3.3593
205940,0.0925,0.2193,0.2221,0.1704,0.1708,0.6503
240238,0.0010,NULL,0.0520,NULL,NULL,NULL
259843,1.0409,0.4988,0.4724,0.3165,2.1006,4.9855
274198,30.7608,5.8642,32.7537,45.5805,52.1502,15.2769
2908447,11.7087,7.6195,16.5746,12.5713,12.4118,10.1348
2930923,NULL,NULL,0.3344,1.0972,1.7056,1.2202
2933794,NULL,NULL,NULL,NULL,0.0016,NULL
2899834,NULL,NULL,NULL,NULL,NULL,NULL
218652,2.4106,1.1503,2.1120,1.9089,4.9940,5.3120
230059,0.0480,0.0324,0.5964,0.0368,0.0435,0.1865
241297,NULL,0.1642,1.0080,0.0527,0.1206,0.1568
2929864,NULL,0.0009,0.0822,0.0689,0.0000,0.0621
251307,20.9282,29.4442,13.9217,20.9764,20.9578,7.3419
262545,0.1712,0.4664,0.3758,0.3700,0.6874,2.3266
282734,4.9436,2.7911,6.1440,3.9617,5.6712,6.0399
285267,0.6781,0.8852,1.0708,0.3000,0.7247,0.6281
2899665,0.3780,0.2371,0.3595,0.3397,0.3297,0.2531
2919854,0.0118,0.0147,0.0555,0.0651,0.5899,0.3816
2908616,NULL,NULL,0.7871,NULL,NULL,0.3511
221446,0.0230,0.0256,0.0244,0.0270,0.0263,0.0248
227434,17.0472,1.5560,5.4609,18.9190,8.4070,31.0597
238841,47.1449,NULL,4.7554,0.0576,0.0643,0.0830
272386,3.3316,5.2551,3.8137,NULL,NULL,NULL
278635,0.4588,0.4605,1.2393,0.2649,0.3946,0.8298
2909506,0.6396,0.8914,0.6747,1.1587,0.8862,1.8501
2921328,NULL,NULL,0.0844,1.5436,5.7570,13.3800
2932735,NULL,NULL,NULL,NULL,0.4739,0.1501
2937893,NULL,NULL,NULL,NULL,NULL,NULL
251138,0.2755,0.3013,0.4342,0.3485,0.3983,0.6974
262960,0.6742,0.2439,0.0021,NULL,NULL,NULL
2900080,5.4783,2.4094,6.1378,7.2823,12.7899,14.2350
2914189,0.0016,0.0022,0.0020,0.0040,0.0093,0.0183
2922894,0.0011,NULL,NULL,NULL,0.0486,0.0579
277069,NULL,NULL,NULL,NULL,NULL,NULL
2942161,NULL,NULL,NULL,NULL,NULL,NULL
2928052,NULL,NULL,NULL,NULL,NULL,NULL
241712,0.0220,0.1632,0.0696,0.0592,0.3153,0.4817
263942,9.8272,7.4699,11.2477,10.4983,11.5341,9.4240
281091,19.6241,27.8644,17.3222,20.1489,14.2391,20.4013
286664,0.0373,0.0052,0.1771,0.0602,0.2249,0.2926
2901062,0.7453,0.0741,0.0548,NULL,NULL,0.3557
2906804,0.0143,0.0134,0.0151,0.0146,0.0150,0.0151
2918211,0.7969,3.1721,2.2664,2.0584,2.4555,2.0346
2918457,0.0002,NULL,NULL,NULL,NULL,NULL
2923784,0.2015,NULL,NULL,NULL,NULL,NULL
269684,NULL,NULL,NULL,0.2493,0.4428,0.3700
2935437,NULL,NULL,NULL,NULL,NULL,0.5460
269930,NULL,NULL,NULL,NULL,NULL,NULL
220464,0.1257,0.1840,0.2889,0.1847,0.2356,0.1953
248682,1.1366,2.1897,1.3160,3.4615,7.5179,6.6768
2902536,0.3602,0.4041,0.5418,0.0190,NULL,0.3256
2911487,3.8477,3.4601,2.4366,4.3387,4.1689,48.9606
2939459,NULL,NULL,NULL,NULL,NULL,NULL
2939705,NULL,NULL,NULL,NULL,NULL,NULL
215781,1.5386,1.7897,5.9834,8.4184,10.8864,13.5676
222030,0.1587,0.1946,0.2016,0.2701,0.2543,0.2340
2903764,32.7983,8.3540,22.9920,44.6378,21.9945,18.1776
2904102,0.0983,0.4899,0.2862,0.4541,0.2730,0.2476
2915171,10.5363,22.8495,31.5021,18.7829,22.7507,23.8996
2927070,0.4757,0.4729,0.5667,0.0517,NULL,NULL
255575,NULL,0.0013,2.5069,2.3016,2.3399,2.4305
278051,NULL,0.0000,0.0001,0.0000,0.0000,0.0001
2926578,NULL,0.9589,3.0072,2.1173,1.7971,2.3305
2938477,NULL,NULL,NULL,NULL,NULL,NULL
214553,0.3984,0.3732,0.3836,0.3885,0.5097,0.4248
245396,0.0501,0.0423,0.2888,0.0192,0.7204,1.1417
268702,0.1982,0.2580,0.2139,0.6498,0.2939,0.4224
276823,0.1693,0.2206,0.2734,0.5042,1.4916,0.6363
2905330,0.0591,0.0631,0.0630,0.0700,0.1351,0.1425
2913943,0.8125,0.7872,1.4694,0.7984,3.8974,1.1826
2928298,0.0082,0.0050,0.0059,0.0039,0.0012,0.0207
245734,NULL,NULL,NULL,NULL,0.0010,NULL
2936419,NULL,NULL,NULL,NULL,NULL,NULL
213079,0.7313,0.8946,1.4001,1.2038,0.7450,0.9306
235555,0.0626,NULL,NULL,NULL,0.0003,2.3897
280753,0.8125,1.0271,1.2351,1.6458,1.0601,2.8870
287248,4.4669,5.0749,3.9146,5.9972,9.4552,6.4403
2901646,57.2833,72.6756,70.7904,62.2308,70.4378,58.3686
2917873,19.6348,17.0192,21.3167,18.4647,29.4944,13.5714
2924122,0.1761,0.1477,0.2040,0.1556,0.2674,0.1966
235801,NULL,NULL,NULL,NULL,0.0017,NULL
2935775,NULL,NULL,NULL,NULL,NULL,NULL
243278,0.1207,0.0656,0.1648,0.1300,0.0294,0.1756
256803,0.0044,0.0027,0.0032,0.0077,0.0072,0.0139
279525,0.0687,0.1235,0.1400,0.1123,0.1236,0.0836
288476,10.3227,5.2297,8.3625,6.0872,6.4038,6.4185
2902874,0.5330,0.0275,0.0841,0.7398,0.1155,0.1631
2903120,0.0006,0.0942,NULL,NULL,NULL,0.0010
2916645,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
2925350,0.5077,1.1661,1.7253,0.5563,NULL,NULL
2925596,NULL,4.8206,13.5025,10.6301,19.1888,12.2049
2939121,NULL,NULL,NULL,NULL,NULL,NULL
215535,0.6562,0.6027,0.1833,0.2869,0.4270,NULL
289289,0.0109,0.0024,0.0037,0.0018,0.9613,0.1730
2898022,0.1355,0.1773,0.1575,0.1444,0.1481,0.1300
2910259,0.5946,0.0704,0.0075,0.0059,NULL,NULL
2931982,NULL,NULL,NULL,NULL,NULL,NULL
2938646,NULL,NULL,NULL,NULL,NULL,NULL
236783,0.0008,0.0008,0.0004,0.0010,0.0002,0.0008
257464,2.1741,2.4948,2.4322,2.2067,2.8586,2.7289
273614,7.1882,6.2333,39.9097,12.7485,12.3552,14.4748
277407,0.0000,NULL,NULL,0.0000,NULL,NULL
280278,0.3306,0.3605,0.5161,0.4072,0.6851,0.4562
287723,0.0000,NULL,NULL,NULL,NULL,0.0001
2910734,0.3107,0.3233,0.1127,NULL,NULL,0.1859
2917398,NULL,NULL,NULL,0.0001,0.0009,0.0009
2931507,NULL,NULL,NULL,NULL,0.1209,0.1692
2933548,NULL,NULL,NULL,NULL,0.0008,0.0009
207921,0.7991,0.4376,3.0007,0.4908,4.7752,6.8212
241881,0.0000,NULL,NULL,NULL,NULL,0.0003
264603,0.7106,1.1536,0.9464,0.8456,1.1043,0.9170
275180,0.0004,0.0009,0.0014,1.9771,4.4047,0.0010
2901723,2.3744,1.7601,2.5150,2.6936,1.9703,2.1653
2912300,1.0391,0.5099,0.5417,0.8873,1.7948,3.1956
2940518,NULL,NULL,NULL,NULL,NULL,NULL
2940687,NULL,NULL,NULL,NULL,NULL,NULL
234911,1.0132,1.8818,1.6955,1.5201,3.0520,2.2686
2922971,0.0846,0.2169,1.1241,0.6474,1.0308,0.8723
282150,NULL,NULL,0.1083,0.0475,0.0922,NULL
2931676,NULL,NULL,NULL,0.1017,0.2363,0.1172
285851,NULL,NULL,NULL,NULL,NULL,NULL
2941992,NULL,NULL,NULL,NULL,NULL,NULL
216534,4.4966,1.0318,7.2907,2.0465,1.7378,2.0853
227603,0.2080,0.1154,0.1182,0.1050,0.1151,0.1050
250494,3.9927,7.7699,8.7801,18.5904,9.9639,10.1347
255237,0.0000,NULL,NULL,0.0074,0.1216,0.1085
272140,0.2017,0.2725,0.3196,0.2670,0.2889,0.3285
283624,0.0000,0.0129,0.0011,0.0005,0.0002,0.0002
2898191,9.9617,10.1074,0.0675,NULL,NULL,NULL
2909260,0.0368,0.0285,0.0317,0.0301,0.0264,0.0263
282319,0.0646,0.0615,0.0042,0.0088,0.0000,NULL
285190,0.4923,0.8270,0.9904,0.7586,1.0053,1.7447
2899496,0.0101,0.0330,0.0035,0.0085,0.1290,0.1924
2902121,1.5669,0.9795,1.3030,1.7391,2.3226,1.5615
2908785,0.0005,0.0003,0.0004,0.0005,0.0003,0.0004
2919439,1.0540,1.2090,1.4143,0.9481,1.3261,1.2234
2922310,0.1134,0.1317,0.0946,0.2719,0.1794,0.1686
2928636,NULL,17.0065,18.4147,15.8042,25.9071,21.7076
229246,NULL,NULL,NULL,NULL,NULL,NULL
2940120,NULL,NULL,NULL,NULL,NULL,NULL
218406,0.0027,0.0044,0.0070,0.0174,0.1124,0.7065
252289,0.0514,0.0281,0.0025,0.0002,0.0006,0.0398
252366,0.0657,0.0798,0.0792,0.0923,0.1076,0.0687
281752,0.0039,0.0032,0.0045,0.0035,0.0040,0.0036
2907388,0.0134,0.0095,0.0110,0.0154,0.0164,0.0135
2918872,0.0029,0.0056,0.0041,0.0048,0.2835,0.2313
2923369,0.0446,0.0402,0.0446,0.0431,0.0445,0.0432
2930110,NULL,NULL,1.3510,0.0649,0.2591,0.2583
2934853,NULL,NULL,NULL,NULL,NULL,0.0558
2908862,0.0852,0.0646,0.0712,0.1033,0.0756,0.0727
2917567,0.4388,0.8325,1.2801,1.1704,1.0858,0.7184
271742,NULL,NULL,NULL,3.6853,7.1944,7.6222
2933379,NULL,NULL,NULL,NULL,4.3519,16.5074
216703,0.4671,0.3515,0.7482,0.7412,0.8095,0.9947
255406,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
271971,10.2197,10.2052,9.3934,17.0918,9.2226,6.0614
2898775,0.0004,0.0005,0.0008,0.0007,0.0006,0.0006
2904763,0.5633,0.1562,0.4363,0.2601,0.3250,0.2606
2909091,0.0422,0.0383,0.0429,0.0412,0.0425,0.0200
2927577,0.0054,0.0073,0.0050,0.0398,0.0229,0.0018
2915340,NULL,NULL,0.2819,0.1193,0.3473,0.2609
2933150,NULL,NULL,NULL,NULL,0.0270,NULL
248267,1.8776,1.4174,2.6291,1.0306,1.9100,1.7612
271081,14.6685,21.4978,11.5086,9.7920,NULL,NULL
274782,1.4405,1.9995,0.6013,NULL,NULL,NULL
279110,0.0262,0.0177,0.0305,0.0193,0.0564,0.1271
2911902,10.9810,30.6461,22.1692,14.3894,14.2749,21.2735
2926011,25.1666,31.2317,6.3715,16.5487,41.0521,13.6789
2916230,NULL,0.9275,1.7867,0.1638,NULL,NULL
2930339,NULL,NULL,0.5562,0.1073,0.1271,0.0474
2908201,NULL,NULL,NULL,NULL,9.2587,0.0090
202425,0.1157,0.1094,0.1818,0.1976,0.1798,0.4714
207998,0.3493,0.1538,1.0316,0.2481,0.5057,0.1178
219159,1.1440,1.0215,1.2225,1.3020,2.2968,1.5174
252950,2.8731,16.1817,0.0002,NULL,NULL,NULL
2907219,0.6205,0.0209,0.0045,NULL,0.0012,0.0085
2917796,0.1328,0.3031,0.3506,0.4272,1.2528,0.1304
2929449,NULL,NULL,0.4461,0.0684,0.1567,0.3477
2935022,NULL,NULL,NULL,NULL,NULL,9.4969
214476,15.4979,8.8534,9.4819,9.6405,3.8462,9.3489
223673,0.0011,0.0028,0.0025,0.0012,0.0009,0.0009
231702,0.0795,0.0619,0.1773,0.1103,0.1371,0.1413
250723,0.1049,0.0707,0.1771,0.1036,0.1225,0.1433
2905745,3.2357,3.3127,4.4755,2.9507,4.2099,3.3045
2928467,0.0120,NULL,4.2403,3.7454,12.5369,2.0246
2913774,NULL,1.7089,2.4699,0.8903,NULL,0.0265
211038,0.8181,0.2865,0.9739,0.4854,0.7106,6.2480
222107,1.3919,1.9127,1.2884,1.6816,1.3666,1.3592
244921,3.3221,1.9061,1.7170,1.9639,2.0744,2.3487
249249,2.0135,0.0770,0.2470,0.0018,0.0235,0.2204
255990,1.5820,2.0385,1.8854,1.7604,1.6010,1.9135
273308,0.0363,0.0043,1.2520,0.0230,NULL,NULL
277636,0.0013,0.0013,0.0021,0.0036,0.0127,0.0455
2904179,6.8784,10.1693,9.9587,6.4064,13.8956,13.7252
2926993,0.0177,0.0082,0.0096,0.0044,0.0071,0.0315
234742,0.0940,0.1110,0.1461,0.1338,0.1902,0.2239
266169,0.1321,0.1735,0.3980,0.1555,0.1454,0.1403
270497,0.1425,0.0347,0.0676,0.0643,0.0819,0.1229
288307,0.4549,0.4925,0.6659,2.1561,1.6818,1.1370
2916814,7.5390,3.2332,3.9503,0.0001,NULL,NULL
2934132,NULL,NULL,NULL,NULL,NULL,9.2385
225545,NULL,NULL,NULL,NULL,NULL,NULL
212910,0.7119,1.1366,0.3736,1.2108,1.3237,0.5379
246793,0.0003,NULL,NULL,NULL,NULL,NULL
253534,0.0033,0.0031,0.0052,0.0003,0.0049,1.2878
269515,0.0018,0.0027,NULL,NULL,NULL,NULL
275764,0.0212,0.1302,0.2454,0.0649,0.4271,0.4962
287417,0.0000,NULL,NULL,NULL,NULL,NULL
2912884,NULL,NULL,0.2943,0.2028,NULL,NULL
2928865,NULL,NULL,1.0286,0.2227,0.2147,0.2199
2906635,NULL,NULL,NULL,NULL,NULL,NULL
209564,0.0012,0.0010,0.0012,0.0012,0.0012,0.0001
213892,0.0043,0.0012,0.0055,0.0059,0.0008,0.0048
232286,4.5496,6.0177,3.8321,3.8150,5.4547,6.8052
236614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254516,0.0365,0.0595,1.1953,0.0550,0.1278,0.1660
277238,0.0276,0.0266,0.0279,0.0268,0.0293,0.0294
2914358,0.0511,0.0348,0.0330,0.1060,0.0517,0.0409
2927883,NULL,0.0003,0.0002,0.0040,0.0010,0.0014
2936588,NULL,NULL,NULL,NULL,NULL,NULL
2937080,NULL,NULL,NULL,NULL,NULL,NULL
283040,13.1347,17.4196,11.1993,10.0706,4.7924,3.0100
2905101,0.0000,NULL,NULL,NULL,NULL,NULL
2903180,NULL,0.0000,NULL,NULL,0.0000,NULL
2899267,NULL,NULL,1.2372,1.1694,0.5934,0.1287
2931567,NULL,NULL,NULL,NULL,NULL,NULL
235326,0.2509,0.1976,0.1781,0.2183,0.3243,0.3226
258921,0.8828,1.1883,1.7384,0.5932,1.9628,1.3794
2906406,0.2265,0.9196,1.0504,0.3751,2.2159,1.0501
2926349,0.1132,0.2617,0.3015,0.1348,0.0272,0.1423
2938706,NULL,NULL,NULL,NULL,NULL,NULL
201011,1.3085,1.0826,0.9465,1.3818,0.7938,1.5037
217822,0.1754,0.1507,0.3068,1.0532,1.3895,NULL
280169,0.0173,0.2089,0.1330,NULL,NULL,NULL
282090,0.5486,0.0552,0.0246,0.0485,0.0440,0.0993
2919210,2.3508,2.8872,9.1027,5.8172,1.6163,2.6189
2917289,NULL,NULL,NULL,0.0361,0.1023,0.0965
2936190,NULL,NULL,NULL,NULL,NULL,NULL
2941932,NULL,NULL,NULL,NULL,NULL,NULL
206939,0.7552,0.8040,0.7953,1.1015,1.0368,0.9154
260842,15.0094,13.1399,6.9546,13.4201,13.1399,15.9696
273199,0.0150,0.0008,NULL,NULL,NULL,0.0001
283564,0.8995,0.9110,9.1786,4.2621,2.3643,7.8641
2897962,0.1054,0.2192,0.2865,0.2051,0.1112,0.0891
2910319,44.0518,30.1448,NULL,NULL,NULL,NULL
2914942,0.3935,1.1494,0.5217,0.8883,1.2168,0.0412
2936004,NULL,NULL,NULL,NULL,NULL,NULL
2937664,NULL,NULL,NULL,NULL,NULL,NULL
2920684,NULL,NULL,NULL,NULL,NULL,NULL
2938537,NULL,NULL,NULL,NULL,NULL,NULL
266229,0.2098,1.2980,2.2893,3.7713,5.2746,9.3734
279296,12.2151,18.0785,10.6887,22.8641,13.3912,28.9675
2916416,7.1823,5.8719,4.1948,6.5128,6.3198,20.9144
2927823,0.8686,2.8232,5.1196,7.1816,10.0612,7.6949
2931736,NULL,NULL,NULL,1.8325,0.1148,0.1478
206770,0.1095,NULL,0.0515,50.4840,15.6430,14.1905
246564,2.6557,3.5103,4.3066,3.1590,0.0213,1.4107
253179,4.0552,8.5774,11.3376,12.6286,0.1569,7.0052
258048,1.9156,1.9772,2.2528,1.6587,0.3133,0.3825
272157,9.1557,11.1944,13.8507,11.0462,10.5839,8.7647
287477,0.0020,0.0012,0.0234,0.0323,0.0140,0.1181
2897793,11.0562,9.3528,12.4475,8.4316,3.7778,1.8786
2909277,0.0042,0.0109,0.0281,0.1861,0.0884,0.0720
2924597,NULL,0.0256,0.0292,NULL,NULL,NULL
247961,1.4559,1.0232,0.5465,1.8052,2.0520,1.1633
248038,3.6488,2.5636,1.7804,2.3514,1.7895,2.2982
248207,0.1243,0.1466,0.1695,0.1528,0.1520,0.1545
285834,0.1959,0.2121,0.1440,0.1038,0.0933,0.0709
2900647,0.0089,0.5524,0.0232,0.0495,0.1786,0.5343
2919041,0.4134,0.4488,0.6248,0.2744,0.0894,0.1326
2923123,2.8159,3.8072,3.4730,4.9372,5.3203,5.9166
2930525,NULL,NULL,20.9655,23.4970,32.3482,24.3666
252120,NULL,NULL,NULL,NULL,NULL,NULL
2907803,NULL,NULL,NULL,NULL,NULL,NULL
2941763,NULL,NULL,NULL,NULL,NULL,NULL
215552,0.0785,0.0600,0.2233,0.1536,0.4411,NULL
246733,0.0825,0.1287,0.2075,0.0072,0.0085,0.0131
269455,0.5413,0.3998,0.3819,0.3949,0.2619,0.2656
287308,0.0071,0.0046,0.4666,1.6232,2.3843,0.0426
264586,NULL,0.0084,NULL,NULL,0.0068,NULL
2929051,NULL,3.3320,15.7985,2.7363,1.7350,4.1051
284775,NULL,NULL,0.1968,0.4335,0.2336,0.1957
2924428,NULL,NULL,NULL,NULL,0.1064,0.1473
2901706,NULL,NULL,NULL,NULL,NULL,NULL
221921,NULL,NULL,NULL,NULL,NULL,NULL
2906575,NULL,NULL,NULL,NULL,NULL,NULL
266398,10.6642,9.3175,8.7902,7.8964,14.8440,12.1710
271556,0.0033,0.0031,0.0207,NULL,NULL,NULL
285038,0.0000,0.0171,0.3456,0.1898,0.0409,0.0343
288536,0.1388,0.1735,0.1884,0.1858,0.1653,0.1941
2899190,0.5507,1.3202,1.3272,1.1304,1.4073,1.6679
2903518,2.5755,2.7878,6.4632,3.5038,5.5379,17.5329
2908676,0.0195,0.0166,0.0185,0.0163,0.0174,0.0408
2925656,NULL,0.0786,NULL,NULL,NULL,NULL
2937063,NULL,NULL,NULL,NULL,NULL,NULL
226959,0.0114,0.0102,0.0114,0.0110,0.0115,0.0114
245150,0.0568,NULL,0.0762,0.0446,0.0860,0.0015
250308,5.2730,12.4817,8.5922,7.0915,18.8208,9.9251
254931,3.6040,5.1061,13.4149,22.4475,26.2138,34.2434
2904408,0.0111,0.0054,0.0007,NULL,NULL,NULL
2918517,0.0004,0.0004,0.0007,0.0006,0.0003,0.0000
2901537,NULL,NULL,NULL,NULL,23.3120,NULL
223318,0.2589,0.2466,0.1717,0.2404,0.2897,0.2976
257447,1.7341,1.7089,2.3937,1.7800,9.9452,1.4884
285665,0.6819,3.5979,1.3292,1.2370,1.8067,1.4114
2922785,1.1876,2.2373,30.4099,10.8371,2.6086,7.2075
255973,0.6788,0.6860,1.0105,1.2250,1.1256,3.5379
278695,0.1393,0.0584,0.0884,0.0501,0.3023,0.3062
283318,0.0145,0.0323,0.0145,0.0038,0.1742,1.5108
2907786,1.1010,0.8091,2.3560,0.4203,0.5959,0.7087
2915815,0.2979,0.5235,0.5390,0.0989,0.0953,0.6675
2924766,0.2134,0.7946,0.4113,0.7705,0.3721,0.4918
2926180,0.3192,0.7465,0.3631,0.6400,0.7381,2.4254
2930508,NULL,NULL,NULL,0.0085,0.0006,0.0004
2935131,NULL,NULL,NULL,NULL,NULL,0.0063
214951,0.2278,0.7759,0.9556,0.7090,0.5552,0.7509
233929,0.1323,0.1254,NULL,NULL,0.0118,0.7121
260733,4.8937,3.0894,3.7440,4.0710,3.0155,3.7417
262316,5.5139,1.9576,6.8171,23.3799,21.3860,10.9139
289120,0.0324,0.0293,0.0324,0.0313,0.0324,0.0314
2897853,1.6072,1.6922,1.5661,NULL,NULL,NULL
2899774,0.5567,0.6980,0.9608,1.5226,1.3434,1.6949
2926240,1.8032,4.6817,7.7017,7.4925,7.5414,11.9910
2921912,NULL,NULL,NULL,0.0404,0.2330,0.0872
2937647,NULL,NULL,NULL,NULL,NULL,NULL
227586,0.2143,0.1359,0.6784,0.2946,0.3659,0.7255
255177,0.0088,0.0048,0.0061,0.0065,0.0097,0.0101
277653,1.2786,2.1841,1.9988,8.4154,1.6206,2.6517
2900664,2.1316,1.5692,5.2553,2.8258,6.4960,6.3190
2904992,10.8555,2.3277,1.9547,0.7109,0.5306,1.2797
2919101,17.4173,28.4661,14.2576,8.3601,12.6079,17.0604
219574,0.1154,0.1359,0.2253,0.0830,0.1511,0.1793
219820,2.0323,4.1082,3.5289,3.9534,4.5690,3.9132
258031,0.2671,0.4113,0.4565,0.2714,4.8582,0.8289
2917627,2.0437,0.7893,2.8801,2.2300,3.8754,2.9226
2928450,0.0013,0.0157,0.0001,0.0001,0.0000,0.0040
2913299,NULL,1.2135,1.5054,1.9028,0.7886,1.1442
253703,NULL,NULL,7.4882,9.3709,11.5076,8.7472
2936021,NULL,NULL,NULL,NULL,NULL,8.2156
225376,3.7248,4.0598,5.1856,5.2635,22.3273,9.8978
279279,0.0874,0.0554,0.0631,0.1591,0.0409,0.1409
2907202,1.8241,1.5993,1.2551,1.1734,0.9227,0.8769
2912071,4.2645,4.7005,5.0107,2.8171,3.6507,3.8290
270082,NULL,0.0584,0.0529,0.0321,0.0594,0.0568
2929924,NULL,0.0939,0.2682,0.1947,0.1739,0.2927
2916399,NULL,NULL,0.0065,1.3464,0.2422,0.0982
2934547,NULL,NULL,NULL,NULL,0.0002,0.0021
2934793,NULL,NULL,NULL,NULL,NULL,0.1017
233345,20.5243,17.7311,24.3799,26.0634,20.9905,16.0263
243922,0.8777,18.5000,0.7293,0.7719,0.2944,3.5960
261732,0.0001,NULL,0.0002,0.0002,0.0002,0.0002
2902765,0.0768,NULL,NULL,NULL,NULL,NULL
2909429,0.2447,1.6295,1.4831,0.8692,0.7632,0.9379
2922496,0.0002,0.0003,0.0001,NULL,0.0003,0.0001
2927239,0.1191,19.9228,10.5061,0.7827,NULL,NULL
285376,NULL,NULL,NULL,NULL,NULL,NULL
203653,8.1685,9.2327,16.7916,18.2337,24.1899,8.5928
216010,3.7569,4.8516,6.0976,5.6716,5.3232,7.6173
221463,0.3969,0.3436,0.3489,0.0255,0.0250,0.0317
230119,5.1431,45.4809,11.4160,4.8882,11.9067,13.8262
240484,0.3819,NULL,0.3000,0.4294,0.6287,0.4867
254593,0.4171,0.3616,2.9227,0.6911,1.6509,0.3396
222674,NULL,NULL,NULL,NULL,NULL,NULL
264128,0.1774,0.1216,0.1234,0.1888,0.1229,0.1402
286893,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002
2909904,0.0099,0.0078,0.0086,0.0074,0.0080,0.0098
2915357,0.0057,0.0136,0.0145,0.0139,0.0145,0.0139
2930677,NULL,NULL,0.0079,NULL,0.0404,0.0433
2897547,NULL,NULL,NULL,NULL,NULL,NULL
219236,0.1149,0.1050,0.1581,0.0839,0.0626,0.0546
224901,2.4419,2.4306,2.2957,2.3588,3.2129,6.9319
228814,0.0220,0.0197,0.0193,0.0073,0.0086,0.0168
251536,0.0434,0.0387,0.0414,0.0419,0.0429,0.0418
275841,0.9536,1.0097,1.1817,1.2080,0.2506,0.8060
279754,8.7314,15.4086,11.6694,7.2911,10.0458,10.9401
2912961,1.4331,1.1441,1.9479,1.1657,1.4974,1.0398
2916874,0.0443,0.0531,0.0949,0.0501,0.0344,0.0405
2923538,0.0448,0.0405,0.0420,0.0432,0.0448,0.0431
286418,NULL,NULL,NULL,NULL,NULL,0.1462
2936605,NULL,NULL,NULL,NULL,NULL,NULL
207566,1.1500,1.5240,1.5432,NULL,NULL,NULL
258506,0.3355,0.3030,0.4180,0.3100,0.5365,0.0000
265170,1.5276,1.5085,2.7382,2.6750,3.7218,1.9317
268871,1.6194,4.7450,5.0685,5.5111,3.6272,12.7985
2902290,0.4526,0.9518,1.7025,1.9888,1.9267,2.0006
2925012,NULL,0.0222,0.0449,0.0435,0.0448,0.0431
2934209,NULL,NULL,NULL,NULL,NULL,NULL
239010,46.3914,47.6435,50.8939,33.1106,41.1118,48.2586
265476,0.0821,0.2433,0.1812,0.1273,0.0827,0.1593
279711,0.0389,0.0167,0.0009,0.3010,0.4115,0.3424
2914341,0.0127,0.0079,0.0056,0.0047,0.0140,0.0133
2916831,0.0734,NULL,NULL,NULL,NULL,NULL
